id;gemeentecode;gemeente;plaats;naam;x;y
0014::SB100;0014;Groningen;Groningen;Stadhuis;233818;581974
0014::SB101;0014;Groningen;Groningen;Stadhuis;233818;581974
0014::SB102;0014;Groningen;Groningen;Stadhuis;233818;581974
0014::SB103;0014;Groningen;Groningen;Doopsgezinde Kerk;233625;582118
0014::SB104;0014;Groningen;Groningen;Akerk;233511;581721
0014::SB105;0014;Groningen;Groningen;Akerk;233511;581721
0014::SB106;0014;Groningen;Groningen;Akerk;233511;581721
0014::SB107;0014;Groningen;Groningen;Harmoniecomplex (RUG);233468;582026
0014::SB108;0014;Groningen;Groningen;Harmoniecomplex (RUG);233468;582026
0014::SB109;0014;Groningen;Groningen;Forum Groningen;233993;582013
0014::SB110;0014;Groningen;Groningen;Forum Groningen;233993;582013
0014::SB111;0014;Groningen;Groningen;Nieuwe Kerk;233426;582480
0014::SB112;0014;Groningen;Groningen;Nieuwe Kerk;233426;582480
0014::SB113;0014;Groningen;Groningen;The Social Hub Groningen;233711;582522
0014::SB114;0014;Groningen;Groningen;Gymzalen Violenstraat;233422;582650
0014::SB131;0014;Groningen;Groningen;Jeruzalemkerk;233979;582449
0014::SB132;0014;Groningen;Groningen;Buurtcentrum De Sint Jan;234228;582187
0014::SB133;0014;Groningen;Groningen;GGD Groningen;234458;582170
0014::SB134;0014;Groningen;Groningen;Universitair Medisch Centrum Groningen (UMCG);234474;582257
0014::SB141;0014;Groningen;Groningen;Strangers’ Garage;234194;581696
0014::SB142;0014;Groningen;Groningen;Gemeente Groningen (locatie Zuiderdiep);233675;581498
0014::SB143;0014;Groningen;Groningen;Gemeente Groningen (locatie Zuiderdiep);233675;581498
0014::SB151;0014;Groningen;Groningen;Stationshal Hoofdstation;233619;581130
0014::SB201;0014;Groningen;Groningen;Columnakerk;232369;581519
0014::SB202;0014;Groningen;Groningen;Huis de B;232134;581692
0014::SB205;0014;Groningen;Groningen;Hotel Watertoren West;232611;581975
0014::SB206;0014;Groningen;Groningen;Hotel Watertoren West;232611;581975
0014::SB207;0014;Groningen;Groningen;Noorderpoortcollege (locatie Verlengde Visserstraat);233051;581893
0014::SB208;0014;Groningen;Groningen;Noorderpoortcollege (locatie Verlengde Visserstraat);233051;581893
0014::SB209;0014;Groningen;Groningen;University College Groningen (RUG);232987;581589
0014::SB211;0014;Groningen;Groningen;Buurtcentrum Oranjewijk;232452;582420
0014::SB212;0014;Groningen;Groningen;Buurtcentrum Oranjewijk;232452;582420
0014::SB213;0014;Groningen;Groningen;Nassauschool (locatie Graaf Adolfstraat);232317;582266
0014::SB214;0014;Groningen;Groningen;Stichting Open de Poort;233016;582896
0014::SB215;0014;Groningen;Groningen;VRIJDAG (locatie Akkerstraat);233161;582965
0014::SB221;0014;Groningen;Groningen;Christelijk Centrum Groningen;233260;583193
0014::SB222;0014;Groningen;Groningen;BSV De Hoogte;233483;583709
0014::SB231;0014;Groningen;Groningen;Het Floreshuis;233921;583474
0014::SB232;0014;Groningen;Groningen;Het Floreshuis;233921;583474
0014::SB233;0014;Groningen;Groningen;IKC De Kleine Wereld (locatie Celebesstraat);234096;583524
0014::SB241;0014;Groningen;Groningen;Quiet Groningen;234170;583852
0014::SB242;0014;Groningen;Groningen;Gymzaal Korreweg;234324;583670
0014::SB251;0014;Groningen;Groningen;Gymzaal Kapteynlaan;234026;583045
0014::SB252;0014;Groningen;Groningen;St. Franciscusschool;234602;583548
0014::SB253;0014;Groningen;Groningen;De Cirkel;233601;582976
0014::SB254;0014;Groningen;Groningen;De Cirkel;233601;582976
0014::SB261;0014;Groningen;Groningen;BSV FEO;234361;582914
0014::SB262;0014;Groningen;Groningen;BSV Ons Belang;234758;582616
0014::SB263;0014;Groningen;Groningen;Leger des Heils;234752;582355
0014::SB264;0014;Groningen;Groningen;Leger des Heils;234752;582355
0014::SB265;0014;Groningen;Groningen;Oosterkerk;234150;582883
0014::SB281;0014;Groningen;Groningen;Bie de Buuf;234969;583382
0014::SB282;0014;Groningen;Groningen;Bij Van Houten;235239;582681
0014::SB283;0014;Groningen;Groningen;Bij Van Houten;235239;582681
0014::SB301;0014;Groningen;Groningen;Clubhuis Kids United;230707;579869
0014::SB311;0014;Groningen;Groningen;Sporthal Hoogkerk;229833;580797
0014::SB312;0014;Groningen;Groningen;Sporthal Hoogkerk;229833;580797
0014::SB313;0014;Groningen;Groningen;Gabriël Woonzorgcentrum;229890;580369
0014::SB314;0014;Groningen;Groningen;Gabriël Woonzorgcentrum;229890;580369
0014::SB321;0014;Groningen;Groningen;Dorpskerk;229409;581664
0014::SB331;0014;Groningen;Groningen;CBS Aquamarijn;229734;583317
0014::SB332;0014;Groningen;Groningen;CBS Aquamarijn;229734;583317
0014::SB333;0014;Groningen;Groningen;CBS Aquamarijn;229734;583317
0014::SB341;0014;Groningen;Groningen;Gymzaal Agaatstraat;230890;583041
0014::SB342;0014;Groningen;Groningen;Gymzaal Agaatstraat;230890;583041
0014::SB343;0014;Groningen;Groningen;Buurtcentrum De Wende;231323;583223
0014::SB351;0014;Groningen;Groningen;MFC 't Vinkhuys;231166;582409
0014::SB352;0014;Groningen;Groningen;MFC 't Vinkhuys;231166;582409
0014::SB353;0014;Groningen;Groningen;Dignis Verpleeghuis Veldspaat;230842;582530
0014::SB354;0014;Groningen;Groningen;Trefpunt De Siersteen;231387;582754
0014::SB361;0014;Groningen;Groningen;Gymzaal Slenk;230679;584492
0014::SB362;0014;Groningen;Groningen;Gymzaal Slenk;230679;584492
0014::SB371;0014;Groningen;Groningen;ACLO Sportcentrum;231399;583999
0014::SB381;0014;Groningen;Groningen;Buurtcentrum Plutozaal;231928;583539
0014::SB382;0014;Groningen;Groningen;Buurtcentrum Plutozaal;231928;583539
0014::SB383;0014;Groningen;Groningen;Dignis Woonservicecentrum Bernlef;232016;583337
0014::SB386;0014;Groningen;Groningen;Dignis Verpleeghuis 't Blauwbörgje;232337;582579
0014::SB387;0014;Groningen;Groningen;BSV Paddepoel;231834;582752
0014::SB391;0014;Groningen;Groningen;Wijkcentrum De Berk;232804;583705
0014::SB392;0014;Groningen;Groningen;ZINN (locatie De Es);232884;583803
0014::SB393;0014;Groningen;Groningen;Buurtcentrum Sonde 2000;232504;583390
0014::SB394;0014;Groningen;Groningen;Buurtcentrum TuinPad;232604;583016
0014::SB395;0014;Groningen;Groningen;De Fontein;232391;583424
0014::SB396;0014;Groningen;Groningen;Nieuw-Apostolische Kerk;233035;583634
0014::SB401;0014;Groningen;Groningen;Buurtcentrum Hunzeborgh;234067;584453
0014::SB402;0014;Groningen;Groningen;Buurtcentrum Hunzeborgh;234067;584453
0014::SB403;0014;Groningen;Groningen;GTV Van Starkenborgh;234474;584127
0014::SB411;0014;Groningen;Groningen;Sporthal Beijum;236070;585480
0014::SB412;0014;Groningen;Groningen;Heerdenhoes;235923;585373
0014::SB413;0014;Groningen;Groningen;PKN de Bron;235672;585330
0014::SB414;0014;Groningen;Groningen;Trefpunt Beijum;235424;585621
0014::SB415;0014;Groningen;Groningen;Trefpunt Beijum;235424;585621
0014::SB416;0014;Groningen;Groningen;Gymzaal Stoepemaheerd;235154;585140
0014::SB417;0014;Groningen;Groningen;Gymzaal Stoepemaheerd;235154;585140
0014::SB431;0014;Groningen;Groningen;Gomarus College (locatie Lavendelweg);235970;583814
0014::SB432;0014;Groningen;Groningen;Wijkcentrum De Schakel;235932;582908
0014::SB433;0014;Groningen;Groningen;Wijkcentrum De Schakel;235932;582908
0014::SB441;0014;Groningen;Groningen;FC Lewenborg;236541;583648
0014::SB442;0014;Groningen;Groningen;Wijkcentrum Het Dok;237516;584137
0014::SB443;0014;Groningen;Groningen;Wijkcentrum Het Dok;237516;584137
0014::SB444;0014;Groningen;Groningen;Sporthal Lewenborg;237439;584205
0014::SB445;0014;Groningen;Groningen;Sporthal Lewenborg;237439;584205
0014::SB446;0014;Groningen;Groningen;Sporthal Lewenborg;237439;584205
0014::SB451;0014;Groningen;Groningen;BSV Ruischerbrug;237765;583489
0014::SB471;0014;Groningen;Meerstad;IKC Groenewei;239477;583688
0014::SB472;0014;Groningen;Meerstad;IKC Groenewei;239477;583688
0014::SB473;0014;Groningen;Meerstad;Het StrandHuis Meerstad;239983;582483
0014::SB481;0014;Groningen;Groningen;MFC Engelbert;239388;580865
0014::SB501;0014;Groningen;Garmerwolde;Dorpshuis de Leeuw;239676;584927
0014::SB511;0014;Groningen;Thesinge;Dorpshuis Trefpunt;239371;587534
0014::SB521;0014;Groningen;Sint Annen;Dorpshuis De Meuln;240176;590821
0014::SB531;0014;Groningen;Ten Boer;Buurhoes;242374;588487
0014::SB532;0014;Groningen;Ten Boer;Woonzorgcentrum Bloemhof;242315;588624
0014::SB533;0014;Groningen;Ten Boer;PKN Blister Ten Boer;242097;588623
0014::SB541;0014;Groningen;Ten Post;Dorpshuis 't Holt;244665;590831
0014::SB551;0014;Groningen;Woltersum;Dorpshuis De Bongerd;244632;588117
0014::SB601;0014;Groningen;Groningen;Sint Martinuskerk;233016;581361
0014::SB602;0014;Groningen;Groningen;CSG Augustinus;232537;581137
0014::SB603;0014;Groningen;Groningen;Buurtcentrum Badstratenbuurt;233165;581172
0014::SB606;0014;Groningen;Groningen;Willem Lodewijk Gymnasium;232730;580852
0014::SB607;0014;Groningen;Groningen;Buurtcentrum Stadspark;233301;580602
0014::SB608;0014;Groningen;Groningen;Evangelische gemeente De Rank;233202;580582
0014::SB611;0014;Groningen;Groningen;De Christengemeenschap;233671;580510
0014::SB612;0014;Groningen;Groningen;De Puddingfabriek;234056;581053
0014::SB613;0014;Groningen;Groningen;DUO/Belastingdienst;234632;580595
0014::SB614;0014;Groningen;Groningen;MFC De Stroming;233875;580651
0014::SB621;0014;Groningen;Groningen;Gymzaal Verlengde Lodewijkstraat;234588;580887
0014::SB622;0014;Groningen;Groningen;BSV De Oosterpoort;234751;580924
0014::SB623;0014;Groningen;Groningen;Prins Claus Conservatorium (Hanzehogeschool);234499;581469
0014::SB624;0014;Groningen;Groningen;Buurtcentrum Poortershoes;234333;581270
0014::SB625;0014;Groningen;Groningen;Buurtcentrum Poortershoes;234333;581270
0014::SB626;0014;Groningen;Groningen;Pandomo Makelaars;234680;581584
0014::SB631;0014;Groningen;Haren Gn;Meerschap Paterswolde;232790;577883
0014::SB632;0014;Groningen;Groningen;Boerhaaveschool;232909;578819
0014::SB633;0014;Groningen;Groningen;Maartenshof;233376;579054
0014::SB634;0014;Groningen;Groningen;Martini Ziekenhuis;232835;578963
0014::SB635;0014;Groningen;Groningen;Willem Dreesflat;233321;578349
0014::SB641;0014;Groningen;Groningen;Immanuelkerk;233438;579674
0014::SB642;0014;Groningen;Groningen;Magnalia Dei Kerk;233106;579690
0014::SB643;0014;Groningen;Groningen;Kerk van J.C. van de H. der Laatste Dagen;233046;579273
0014::SB651;0014;Groningen;Groningen;San Salvatorkerk;234383;579648
0014::SB652;0014;Groningen;Groningen;San Salvatorkerk;234383;579648
0014::SB653;0014;Groningen;Groningen;MFC De Wijert/Helpman;234334;579454
0014::SB654;0014;Groningen;Groningen;Maranathakerk;233895;579574
0014::SB655;0014;Groningen;Groningen;Maranathakerk;233895;579574
0014::SB661;0014;Groningen;Groningen;Apostolisch Genootschap;234039;579077
0014::SB662;0014;Groningen;Groningen;Apostolisch Genootschap;234039;579077
0014::SB663;0014;Groningen;Groningen;Brederoschool;234166;578730
0014::SB671;0014;Groningen;Groningen;BSV Helpman Oost;235065;580006
0014::SB672;0014;Groningen;Groningen;ZINN (locatie De Brink);235105;579888
0014::SB681;0014;Groningen;Groningen;Helperkerk;234917;579818
0014::SB682;0014;Groningen;Groningen;Helperkerk;234917;579818
0014::SB683;0014;Groningen;Groningen;Sportpark Coendersborg (Oranje Nassau);235950;579493
0014::SB684;0014;Groningen;Groningen;Gymzaal Chopinlaan;235296;579783
0014::SB685;0014;Groningen;Groningen;Tennispark Vorenkamp (GLTB);235211;579580
0014::SB691;0014;Groningen;Groningen;Woonlandschap de Leyhoeve;235228;580517
0014::SB692;0014;Groningen;Groningen;Woonlandschap de Leyhoeve;235228;580517
0014::SB711;0014;Groningen;Haren Gn;Hortus Haren;236324;577723
0014::SB712;0014;Groningen;Haren Gn;ZINN (locatie De Dilgt);235762;577935
0014::SB721;0014;Groningen;Haren Gn;Sint Nicolaasschool;236583;576058
0014::SB722;0014;Groningen;Haren Gn;Wijkpost Haren;236028;576631
0014::SB723;0014;Groningen;Haren Gn;Woonzorgcentrum Westerholm;236408;576446
0014::SB724;0014;Groningen;Haren Gn;NGK/CGK De Hoeksteen;237135;576778
0014::SB725;0014;Groningen;Haren Gn;Gemeentehuis Haren;236314;577043
0014::SB726;0014;Groningen;Haren Gn;Gemeentehuis Haren;236314;577043
0014::SB727;0014;Groningen;Haren Gn;Gemeentehuis Haren;236314;577043
0014::SB731;0014;Groningen;Haren Gn;Ontmoetingskerk Haren;237536;577212
0014::SB732;0014;Groningen;Haren Gn;Ontmoetingskerk Haren;237536;577212
0014::SB733;0014;Groningen;Haren Gn;MFC De Mellenshorst;237944;576634
0014::SB734;0014;Groningen;Haren Gn;MFC De Mellenshorst;237944;576634
0014::SB741;0014;Groningen;Onnen;Dorpshuis De Tiehof;238972;575361
0014::SB751;0014;Groningen;Glimmen;Dorpshuis De Groenenberg;238180;573727
0014::SB761;0014;Groningen;Noordlaren;Dorpshuis De Hoeksteen;240755;571249
0034::SB1;0034;Almere;Almere;Stadhuis 1;143723;487105
0034::SB10;0034;Almere;Almere;Buurtcentrum De Inloop;142579;485746
0034::SB100;0034;Almere;Almere;Stadhuis 2;143723;487105
0034::SB101;0034;Almere;Almere;Stichting Philadelphia Zorg;148860;490294
0034::SB102;0034;Almere;Almere;Woonzorgcentrum Castrovalva;146803;487063
0034::SB105;0034;Almere;Almere;School Polygoon;144493;487082
0034::SB108;0034;Almere;Almere;Gymzaal Johan Jongkindstraat 1;145797;487870
0034::SB11;0034;Almere;Almere;School De Ontdekking;140738;489087
0034::SB111;0034;Almere;Almere;Buurtcentrum De Ruimte;139059;485549
0034::SB112;0034;Almere;Almere;Gymzaal Vrijmark;143954;484040
0034::SB113;0034;Almere;Almere;Gymzaal Danslaan;146132;486333
0034::SB114;0034;Almere;Almere;MBO College Buiten;147474;489364
0034::SB115;0034;Almere;Almere;School De Zeeraket;138641;483272
0034::SB116;0034;Almere;Almere;School De Notelaar;139085;485684
0034::SB119;0034;Almere;Almere;MBO College Poort;139045;483883
0034::SB12;0034;Almere;Almere;Buurtcentrum Meenten en Grienden;144758;483213
0034::SB120;0034;Almere;Almere;Clubhuis Handbalclub Najaden;142288;483891
0034::SB121;0034;Almere;Almere;Gymzaal Burchard de Volderstraat;149953;484068
0034::SB123;0034;Almere;;Drive-Through 1 Doemere;147192;489415
0034::SB124;0034;Almere;Almere;Gymzaal Buitenhof;143370;483603
0034::SB126;0034;Almere;Almere;Gymzaal Meerveldplein 1;142394;483788
0034::SB127;0034;Almere;Almere;Gymzaal Bosgouw;143069;484141
0034::SB128;0034;Almere;Almere;Gymzaal Amsterdamweg;142905;486695
0034::SB13;0034;Almere;Almere;School De Regenboog;144810;483494
0034::SB130;0034;Almere;Almere;Gymzaal Leeuwardenplein;142961;487153
0034::SB131;0034;Almere;Almere;Gymzaal Lingestraat;143717;488339
0034::SB132;0034;Almere;Almere;Gymzaal Harderwijkoever;142896;485973
0034::SB133;0034;Almere;Almere;Gymzaal Regenboogweg 1;148635;489640
0034::SB134;0034;Almere;Almere;Gymzaal Ravelplantsoen;141897;486339
0034::SB136;0034;Almere;Almere;Gymzaal Aprilstraat 1;148125;490753
0034::SB137;0034;Almere;Almere;Gymzaal Cranberrylaan;146008;486777
0034::SB138;0034;Almere;Almere;Gymzaal Johan Jongkindstraat 2;145797;487870
0034::SB139;0034;Almere;Almere;Gymzaal Willem de Vlaminghstraat;148734;490859
0034::SB142;0034;Almere;Almere;Sportzaal Basilicumweg 1;142448;488160
0034::SB143;0034;Almere;Almere;Sportzaal Basilicumweg 2;142448;488160
0034::SB144;0034;Almere;Almere;Sportzaal Binnenkruierstraat;147272;489993
0034::SB148;0034;Almere;Almere;Dependance De Archipel;149596;490070
0034::SB150;0034;Almere;Almere;Sportzaal Nederlandstraat;138678;484372
0034::SB153;0034;Almere;Almere;Gymzaal Meerveldplein 2;142394;483788
0034::SB155;0034;Almere;Almere;Sportzaal Slagbaai;144422;488797
0034::SB158;0034;Almere;Almere;Gymzaal Aprilstraat 2;148125;490753
0034::SB159;0034;Almere;Almere;Buurtcentrum De Bazuin;141485;487026
0034::SB160;0034;Almere;Almere;Sportzaal Max Planckstraat;148049;485670
0034::SB162;0034;Almere;Almere;Gymzaal Vergeet-mij-nietjestraat;147830;489230
0034::SB163;0034;Almere;Almere;Buurtcentrum EveNaarHuis;148953;490456
0034::SB164;0034;Almere;Almere;Levend Waterkerk Almere;145229;487426
0034::SB19;0034;Almere;Almere;Moskee Ar Raza;147031;487749
0034::SB2;0034;Almere;Almere;Woonzorgcentrum De Overloop;143216;483050
0034::SB22;0034;Almere;Almere;Buurtcentrum De Draaikolk;144034;488483
0034::SB23;0034;Almere;Almere;School Digitalis;142798;488329
0034::SB233;0034;Almere;Almere;Gymzaal Regenboogweg 2;148635;489640
0034::SB28;0034;Almere;Almere;De DUINhal;137967;483643
0034::SB323;0034;Almere;;Drive-Through 2 Doemere;147192;489415
0034::SB33;0034;Almere;Almere;School Pirouette;145593;487376
0034::SB34;0034;Almere;Almere;Buurtcentrum De Wieken;147353;489944
0034::SB35;0034;Almere;Almere;Woonzorgcentrum De Kiekendief;143151;486993
0034::SB36;0034;Almere;Almere;Woonzorgcentrum Polderburen;145368;487183
0034::SB38;0034;Almere;Almere;Taalcentrum Almere locatie Kruidenwijk;142108;488081
0034::SB4;0034;Almere;Almere;Buurtcentrum Corrosia;143494;483165
0034::SB40;0034;Almere;Almere;School De Vuurvogel;141946;486313
0034::SB41;0034;Almere;Almere;Buurtcentrum Parkwijk;145201;487482
0034::SB44;0034;Almere;Almere;Buurtcentrum Het Kardoes;143355;487867
0034::SB45;0034;Almere;Almere;Woonzorgcentrum Buitenhaeghe;147704;489844
0034::SB46;0034;Almere;Almere;School De Lettertuin;147721;488731
0034::SB47;0034;Almere;Almere;Wooncentrum De Rotonde;141963;486799
0034::SB48;0034;Almere;Almere;Montessorischool Muziekwijk;141418;487029
0034::SB49;0034;Almere;Almere;Taalcentrum Almere locatie Bloemenbuurt;148044;489001
0034::SB50;0034;Almere;Almere;School Crescendo;141334;487084
0034::SB51;0034;Almere;Almere;Gymzaal Kornetstraat;140783;487396
0034::SB53;0034;Almere;Almere;De Concertmeester;140742;487011
0034::SB54;0034;Almere;Almere;Buurtlokaal De Dop;146091;486346
0034::SB55;0034;Almere;Almere;School De Albatros;147247;488558
0034::SB56;0034;Almere;Almere;School Bommelstein;146655;489255
0034::SB57;0034;Almere;Almere;School De Olijfboom;144834;487478
0034::SB59;0034;Almere;Almere;Buurtcentrum Het Forum;147300;488965
0034::SB60;0034;Almere;Almere;School De Bombardon;145179;486499
0034::SB61;0034;Almere;Almere;Buurtcentrum Filmwijk;145127;485751
0034::SB64;0034;Almere;Almere;Ontmoetingshuis De Kern;149135;483675
0034::SB67;0034;Almere;Almere;Taalcentrum Almere locatie Filmwijk;145238;485816
0034::SB68;0034;Almere;Almere;Buurtschuur Nobelhorst;148142;485670
0034::SB69;0034;Almere;Almere;School De Omnibus;141019;485420
0034::SB7;0034;Almere;Almere;School De Klaverweide;144585;482977
0034::SB70;0034;Almere;Almere;School Letterland;140679;485337
0034::SB72;0034;Almere;Almere;School De Optimist;146351;487539
0034::SB73;0034;Almere;Almere;School De Archipel;149596;490070
0034::SB75;0034;Almere;Almere;Buurtcentrum Cobra;146206;487448
0034::SB76;0034;Almere;Almere;School Het Meesterwerk;146945;486786
0034::SB78;0034;Almere;Almere;Buurtcentrum Het Boegbeeld;141031;485599
0034::SB80;0034;Almere;Almere;School Het Avontuur;150485;490380
0034::SB81;0034;Almere;Almere;Buurtcentrum De Cartoon;150058;490734
0034::SB82;0034;Almere;Almere;School De Windwijzer;140723;489116
0034::SB84;0034;Almere;Almere;Flevoziekenhuis;143839;486828
0034::SB85;0034;Almere;Almere;Huis van de Waterwijk;143998;489023
0034::SB86;0034;Almere;Almere;Kerkcentrum Goede Rede;143680;483124
0034::SB9;0034;Almere;Almere;Buurtcentrum Amerika;138449;485146
0034::SB91;0034;Almere;Almere;Gezondheidscentrum Archipel;140945;485555
0034::SB95;0034;Almere;Almere;School De Architect;146090;489941
0034::SB97;0034;Almere;Almere;Kerkgebouw 't Klankbord;141521;486745
0034::SB98;0034;Almere;Almere;Hal Station NS Almere Centrum;143546;487477
0037::SB1;0037;Stadskanaal;Stadskanaal;Gemeentehuis;260264;556997
0037::SB10;0037;Stadskanaal;Stadskanaal;Buurthuis 't Lange End;256221;560713
0037::SB11;0037;Stadskanaal;Stadskanaal;MFA de Schakel;261511;554514
0037::SB12;0037;Stadskanaal;Musselkanaal;Parochiehuis;263381;551948
0037::SB13;0037;Stadskanaal;Musselkanaal;Sporthal de Veenhorst;264118;551205
0037::SB14;0037;Stadskanaal;Musselkanaal;MFA Lint;264477;550405
0037::SB15;0037;Stadskanaal;Musselkanaal;De Gelegenheid;264697;550029
0037::SB16;0037;Stadskanaal;Mussel;Cafe Summertime;266142;553337
0037::SB17;0037;Stadskanaal;Onstwedde;d'Ekkelkaamp;266185;561784
0037::SB18;0037;Stadskanaal;Onstwedde;Brinkhof;265950;562001
0037::SB19;0037;Stadskanaal;Alteveer;De Drijscheer;263521;563882
0037::SB2;0037;Stadskanaal;Stadskanaal;Drouwenerhof;259577;556862
0037::SB3;0037;Stadskanaal;Stadskanaal;De Rank Oosterkadekerk;260932;555795
0037::SB4;0037;Stadskanaal;Stadskanaal;Maarsheerd;259884;557387
0037::SB5;0037;Stadskanaal;Stadskanaal;De Lichtbron;260630;556400
0037::SB6;0037;Stadskanaal;Stadskanaal;De Spont;260423;556837
0037::SB7;0037;Stadskanaal;Stadskanaal;Meester Neuteboomschool;261136;557927
0037::SB8;0037;Stadskanaal;Stadskanaal;Noorderpoort;261102;557093
0037::SB9;0037;Stadskanaal;Stadskanaal;MFA Noordstee;259135;558073
0047::SB1;0047;Veendam;Veendam;Gemeentehuis;254822;569661
0047::SB10;0047;Veendam;Veendam;Woonzorgcentrum Breehorn;254232;569019
0047::SB11;0047;Veendam;Veendam;A.G. Wildervanckhuis;253549;569152
0047::SB2;0047;Veendam;Veendam;Cultuurcentrum van Beresteyn;254726;569986
0047::SB3;0047;Veendam;Veendam;Waterschap Hunze en Aa's;253986;569638
0047::SB4;0047;Veendam;Veendam;de Kandelaar;254594;570355
0047::SB5;0047;Veendam;Veendam;Sporthal de Hoogkamp;255217;570549
0047::SB6;0047;Veendam;Wildervank;Sporthal Wildervanckhal;254024;567699
0047::SB7;0047;Veendam;Wildervank;Grote Kerk Wildervank;253745;566638
0047::SB8;0047;Veendam;Veendam;Dorpshuis de Molenwiek;256782;568412
0047::SB9;0047;Veendam;Borgercompagnie;Dorpshuis Borgercompagnie;251179;569947
0050::SB1;0050;Zeewolde;Zeewolde;Open Haven 1;165587;482577
0050::SB10;0050;Zeewolde;Zeewolde;Het Mozaïek;163883;483207
0050::SB11;0050;Zeewolde;Zeewolde;Het Kruispunt;164362;483772
0050::SB12;0050;Zeewolde;Zeewolde;Panta Rhei;164496;483900
0050::SB13;0050;Zeewolde;Zeewolde;Parkeerplaats DekaMarkt 1;164734;484138
0050::SB14;0050;Zeewolde;Zeewolde;Parkeerplaats DekaMarkt 2;164734;484138
0050::SB2;0050;Zeewolde;Zeewolde;Open Haven 2;165587;482577
0050::SB3;0050;Zeewolde;Zeewolde;'t Wold;165211;482653
0050::SB4;0050;Zeewolde;Zeewolde;De Schuilhof 1;165435;481813
0050::SB5;0050;Zeewolde;Zeewolde;De Schuilhof 2;165435;481813
0050::SB6;0050;Zeewolde;Zeewolde;De Verbeelding;165447;481295
0050::SB7;0050;Zeewolde;Zeewolde;Voetbalvereniging Zeewolde;164370;482146
0050::SB8;0050;Zeewolde;Zeewolde;'t Kofschip;164063;482884
0050::SB9;0050;Zeewolde;Zeewolde;De Toermalijn;163883;483207
0059::SB1;0059;Achtkarspelen;Buitenpost;Gemeentehuis;205471;585730
0059::SB10;0059;Achtkarspelen;Twijzelerheide;Dorpshuis De Jister;198856;584114
0059::SB11;0059;Achtkarspelen;Drogeham;De Doarpskeamer;203989;579710
0059::SB12;0059;Achtkarspelen;Surhuizum;MFC De Delfeart;207970;580243
0059::SB13;0059;Achtkarspelen;Augustinusga;Nij Stiensgea;206749;581367
0059::SB14;0059;Achtkarspelen;Boelenslaan;Dorpshuis De Smoutte;205550;575293
0059::SB15;0059;Achtkarspelen;Gerkesklooster;Dorpshuis Rehoboth;209737;583865
0059::SB16;0059;Achtkarspelen;Twijzel;Dorpshuis De Bining;201880;583303
0059::SB2;0059;Achtkarspelen;Buitenpost;Cultuurcentrum De Wâldsang;206215;585016
0059::SB3;0059;Achtkarspelen;Buitenpost;Fonteinkerk;205142;584988
0059::SB4;0059;Achtkarspelen;Surhuisterveen;NCGK De Regenboog;207816;577926
0059::SB5;0059;Achtkarspelen;Surhuisterveen;'t Suyderhuys;206858;577131
0059::SB6;0059;Achtkarspelen;Surhuisterveen;Zalencentrum De Lantearne;207234;577338
0059::SB7;0059;Achtkarspelen;Harkema;Sporthal De Fûgelkamp;204588;577754
0059::SB8;0059;Achtkarspelen;Harkema;Clubhuis Harkema;205236;577996
0059::SB9;0059;Achtkarspelen;Kootstertille;MFA Tillehûs;202225;580830
0060::SB1;0060;Ameland;Ballum;Ballum;174958;606180
0060::SB2;0060;Ameland;Buren;Buren;182296;606957
0060::SB3;0060;Ameland;Hollum;Hollum;171676;606560
0060::SB4;0060;Ameland;Nes;Nes;180105;606810
0072::SB1;0072;Harlingen;Harlingen;Doopsgezinde Kerk;157175;576667
0072::SB11;0072;Harlingen;Harlingen;Woonzorglocatie De Spiker;158031;576871
0072::SB12;0072;Harlingen;Harlingen;Wooncentrum Almenum;157671;576922
0072::SB2;0072;Harlingen;Harlingen;IKC Sint Michaël;157070;576283
0072::SB3;0072;Harlingen;Harlingen;Nieuw Zuid (ingang plein);157538;575783
0072::SB4;0072;Harlingen;Harlingen;MFC Het Vierkant;157885;575823
0072::SB5;0072;Harlingen;Harlingen;IKC Prins Johan Friso;158676;575538
0072::SB6;0072;Harlingen;Midlum;Dorpshuis De Spil;159140;577139
0072::SB7;0072;Harlingen;Harlingen;De Haven - CGKV Harlingen;157564;576439
0072::SB8;0072;Harlingen;Harlingen;ZMVV Zeerobben;158190;575166
0072::SB9;0072;Harlingen;Wijnaldum;Dorpshuis de Bijekoer;159886;578683
0074::SB1;0074;Heerenveen;Heerenveen;Gemeentehuis;190877;552857
0074::SB10;0074;Heerenveen;Heerenveen;De Rinkelbom;190495;551510
0074::SB11;0074;Heerenveen;Heerenveen;Woonzorgcentrum Coornhert State;190840;551262
0074::SB12;0074;Heerenveen;Heerenveen;Gymzaal MFC De Akkers;191983;551195
0074::SB13;0074;Heerenveen;Heerenveen;Hotel Heidehof;192250;549994
0074::SB14;0074;Heerenveen;Heerenveen;Wijkcentrum De Kempenaer;191440;551672
0074::SB15;0074;Heerenveen;Heerenveen;Trinitas;191472;552380
0074::SB16;0074;Heerenveen;Heerenveen;Marijke Hiem;191569;552102
0074::SB17;0074;Heerenveen;Heerenveen;Gymzaal de Spil;192805;552623
0074::SB18;0074;Heerenveen;Heerenveen;Gymzaal de Spil;192805;552623
0074::SB19;0074;Heerenveen;Heerenveen;Gymzaal de Spil;192805;552623
0074::SB2;0074;Heerenveen;Heerenveen;Gemeentehuis;190877;552857
